disease_id,disease_name
C4551563,Microcephaly (physical finding)
C0023508,White Blood Cell Count procedure
C0202218,Sex hormone binding globulin measurement
C0337434,Estradiol measurement
C1443016,Estradiol level result
C0014553,Absence Epilepsy
C0242383,Age related macular degeneration
C4281785,Childhood Absence Epilepsy
C0020615,Hypoglycemia
C0242339,Dyslipidemias
C0280141,Acute Undifferentiated Leukemia
C0342257,Complications of Diabetes Mellitus
C0948008,Ischemic stroke
C1378511,Undifferentiated leukemia
C2985280,Blood Protein Measurement
C0001430,Adenoma
C0003864,Arthritis
C0019569,Hirschsprung Disease
C0020473,Hyperlipidemia
C0023434,Chronic Lymphocytic Leukemia
C0025149,Medulloblastoma
C0029408,Degenerative polyarthritis
C0032580,Adenomatous Polyposis Coli
C0038013,Ankylosing spondylitis
C0039685,Tetralogy of Fallot
C0040761,Transposition of Great Vessels
C0152171,Idiopathic pulmonary hypertension
C0152426,Craniorachischisis
C0278510,Childhood Medulloblastoma
C0278876,Adult Medulloblastoma
C0333983,Hyperplastic Polyp
C0677932,Progressive Neoplastic Disease
C0810364,Cleft Lip with or without Cleft Palate
C1837341,"Transposition of the Great Arteries, Dextro-Looped 1"
C1961835,"Gaucher Disease, Type 1"
C2826323,Refractory Cytopenia of Childhood
C3257801,Dextrotransposition of aorta
C3536741,Discordant ventriculoarterial connection
C3539781,Progressive cGVHD
C4302956,Robinow-like syndrome
C4721414,Mantle cell lymphoma
C0001723,"Affective Disorders, Psychotic"
C0023893,"Liver Cirrhosis, Experimental"
C0033860,Psoriasis
C0033975,Psychotic Disorders
C0085409,"Polyendocrinopathies, Autoimmune"
C0153452,Malignant neoplasm of gallbladder
C0153676,Secondary malignant neoplasm of lung
C0200638,Eosinophil count procedure
C0233762,"Hallucinations, Auditory"
C0235782,Gallbladder Carcinoma
C0235950,Zinc deficiency
C0332840,Amputated structure (morphologic abnormality)
C0349204,Nonorganic psychosis
C0398738,Leukocyte adhesion deficiency type 1
C0409980,Primary antiphospholipid syndrome
C0871099,positive and negative symptoms
C1306557,Chronic venous insufficiency
C1518922,peak expiratory flow (procedure)
C3805119,Parkinson's disease psychosis
C4525297,Stage 0 Gallbladder Cancer AJCC v8
C4525300,Stage IIA Gallbladder Cancer AJCC v8
C4525301,Stage IIB Gallbladder Cancer AJCC v8
C4525302,Stage III Gallbladder Cancer AJCC v8
C4525305,Stage IV Gallbladder Cancer AJCC v8
C0004943,Behcet Syndrome
C0013080,Down Syndrome
C0018991,Hemiplegia
C0019163,Hepatitis B
C0037317,Sleep disturbances
C0038454,Cerebrovascular accident
C0205851,Germ cell tumor
C0265987,Nevus comedonicus
C0266362,Ambiguous Genitalia
C0279014,Childhood Germ Cell Tumor
C0403800,Secondary male infertility
C0543636,"Lupus erythematosus, subacute"
C0700201,Dyssomnias
C1136085,Monoclonal Gammapathies
C3900101,Adult Germ Cell Tumor
C4521042,Complete Trisomy 21 Syndrome
C0002874,Aplastic Anemia
C0023267,Fibroid Tumor
C0023470,Myeloid Leukemia
C0026764,Multiple Myeloma
C0027086,Myoma
C0030312,Pancytopenia
C0032987,Ectopic Pregnancy
C0039075,Syndactyly
C0042133,Uterine Fibroids
C0043119,Werner Syndrome
C0152240,Uterus bilocularis
C0156369,Uterine Polyp
C0158761,Radioulnar Synostosis
C0175703,Thrombocytopenia-Absent Radius Syndrome
C0206762,"Limb Deformities, Congenital"
C0221352,Syndactyly of fingers
C0241144,Petechiae of skin
C0272278,Congenital thrombocytopenia
C0280255,"stage, endometrial carcinoma"
C0341858,Endometriosis of uterus
C0345392,Congenital kyphoscoliosis
C0349639,Juvenile Myelomonocytic Leukemia
C0398639,Amegakaryocytic thrombocytopenia
C0428886,Mean blood pressure
C0431663,Bilateral Cryptorchidism
C0431664,Unilateral Cryptorchidism
C0575158,Kyphoscoliosis deformity of spine
C0598766,Leukemogenesis
C0600033,Acquired Kyphoscoliosis
C0740268,Pelvic prolapse
C0740404,Limb defects
C0871470,Systolic Pressure
C0877015,Pelvic Organ Prolapse
C1176475,Ductal Carcinoma
C1327915,Congenital amegakaryocytic thrombocytopenia
C1328407,Hip Dysplasia
C1720887,Female Urogenital Diseases
C1737250,Progression of non-small cell lung cancer
C1854273,Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia
C1854910,Shallow acetabular fossae
C1858312,Megakaryocytopenia
C1859399,Radial bowing
C1861331,Limited pronation/supination of forearm
C1865847,Ulnar bowing
C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma
C1968949,Cakut
C2676443,Proximal radio-ulnar synostosis
C3463824,MYELODYSPLASTIC SYNDROME
C4049938,Physical Activity Measurement
C4551975,RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1
C0003125,Anorexia Nervosa
C0005411,Biliary Atresia
C0005741,Blepharitis
C0006023,Borna Disease
C0006271,Bronchiolitis
C0007787,Transient Ischemic Attack
C0009782,Connective Tissue Diseases
C0010054,Coronary Arteriosclerosis
C0010692,Cystitis
C0011265,Presenile dementia
C0011603,Dermatitis
C0011615,"Dermatitis, Atopic"
C0011884,Diabetic Retinopathy
C0013595,Eczema
C0014038,Encephalitis
C0014072,Experimental Autoimmune Encephalomyelitis
C0017658,Glomerulonephritis
C0019061,Hemolytic-Uremic Syndrome
C0019270,Hernia
C0020429,Hyperalgesia
C0020517,Hypersensitivity
C0020541,Portal Hypertension
C0020542,Pulmonary Hypertension
C0020545,"Hypertension, Renovascular"
C0021053,Immune System Diseases
C0021818,Intervertebral Disk Displacement
C0022116,Ischemia
C0023465,Acute monocytic leukemia
C0024131,Lupus Vulgaris
C0024138,"Lupus Erythematosus, Discoid"
C0024143,Lupus Nephritis
C0024535,"Malaria, Falciparum"
C0025286,Meningioma
C0027059,Myocarditis
C0027720,Nephrosis
C0027814,"Neuritis, Autoimmune, Experimental"
C0029456,Osteoporosis
C0030421,Paraganglioma
C0031028,Periapical Diseases
C0031036,Polyarteritis Nodosa
C0031511,Pheochromocytoma
C0032300,Lobar Pneumonia
C0034065,Pulmonary Embolism
C0035126,Reperfusion Injury
C0035309,Retinal Diseases
C0035435,Rheumatism
C0036421,Systemic Scleroderma
C0036439,"Scoliosis, unspecified"
C0037933,Spinal Diseases
C0038220,Status Epilepticus
C0039101,synovial sarcoma
C0039483,Giant Cell Arteritis
C0042164,Uveitis
C0079588,"Ichthyosis, X-Linked"
C0085077,Sweet Syndrome
C0085758,"Aganglionosis, Colonic"
C0086981,Sicca Syndrome
C0149517,Chronic tonsillitis
C0149871,Deep Vein Thrombosis
C0151436,"Vasculitis, Leukocytoclastic, Cutaneous"
C0155163,Conjunctival pigmentation
C0155626,Acute myocardial infarction
C0162534,Prion Diseases
C0162810,"Cicatrix, Hypertrophic"
C0162871,"Aortic Aneurysm, Abdominal"
C0206062,"Lung Diseases, Interstitial"
C0220613,Adult Soft Tissue Sarcoma
C0220645,Childhood Soft Tissue Sarcoma
C0233794,Memory impairment
C0240903,Rheumatoid Vasculitis
C0242422,Parkinsonian Disorders
C0260037,Multiple tumors
C0276447,Rhinovirus infection
C0279646,Childhood Acute Monocytic Leukemia
C0280634,Adult Acute Monocytic Leukemia
C0340288,Stable angina
C0403428,Chronic mesangial proliferative glomerulonephritis
C0409974,Lupus Erythematosus
C0497327,Dementia
C0520679,"Sleep Apnea, Obstructive"
C0521607,Peritoneal Fibrosis
C0524851,Neurodegenerative Disorders
C0542476,Forgetful
C0577631,Carotid Atherosclerosis
C0585186,Cutaneous hypersensitivity
C0600452,Hepatopulmonary Syndrome
C0679362,"Tuberculosis, extrapulmonary"
C0684550,Secondary malignant neoplasm of vertebral column
C0740391,Middle Cerebral Artery Occlusion
C0742343,Acute Chest Syndrome
C0750046,Granulomatous uveitis
C0750151,Vaso-Occlusive Crisis
C0751633,Carotid Artery Plaque
C0751967,"Multiple Sclerosis, Relapsing-Remitting"
C0887898,Experimental Lung Inflammation
C1261473,Sarcoma
C1270972,Mild cognitive disorder
C1290886,Chronic inflammatory disorder
C1301034,Pancreatic intraepithelial neoplasia
C1318544,M5b Acute differentiated monocytic leukemia
C1332206,Adult Lymphoma
C1332309,Anti-Basement Membrane Glomerulonephritis
C1332979,Childhood Lymphoma
C1527304,Allergic Reaction
C1531608,Smoldering myeloma
C1843013,"Alzheimer disease, familial, type 3"
C2717836,Steroid Sulfatase Deficiency Disease
C2882221,Acute pulmonary embolism
C2921627,Clinically isolated syndrome
C2973529,Leukocytoclastic vasculitis
C3873567,Peripheral neuropathy due to and following chemotherapy
C3875321,Inflammatory dermatosis
C3888788,Minimal hepatic encephalopathy
C3898127,Non-Metastatic Childhood Soft Tissue Sarcoma
C4024795,Nongranulomatous uveitis
C4520983,Congenital atresia of extrahepatic bile duct
C4551683,Adrenal Gland Pheochromocytoma
C4551687,Sarcoma of soft tissue
C4703473,Atherosclerotic lesion
C0432072,Dysmorphic features
C2062441,Influenza A
C0005683,Urinary Bladder Calculi (disorder)
C0007113,Rectal Carcinoma
C0007130,Mucinous Adenocarcinoma
C0009375,Colonic Neoplasms
C0014850,Esophageal Atresia
C0016034,Breast Fibrocystic Disease
C0016629,Fowlpox
C0017097,Gardner Syndrome
C0018021,Goiter
C0022790,Krukenberg Tumor
C0023449,Acute lymphocytic leukemia
C0023487,Acute Promyelocytic Leukemia
C0023890,Liver Cirrhosis
C0025500,Mesothelioma
C0027533,Neck Neoplasms
C0030186,Paget Disease Extramammary
C0030283,Pancreatic Cyst
C0032927,Precancerous Conditions
C0033822,Pseudomyxoma Peritonei
C0035335,Retinoblastoma
C0035412,Rhabdomyosarcoma
C0035854,Rosacea
C0041325,"Peritonitis, Tuberculous"
C0080032,"Pleural Effusion, Malignant"
C0085110,Severe Combined Immunodeficiency
C0149782,Squamous cell carcinoma of lung
C0149978,Adenocarcinoma of rectum
C0151544,Gastrointestinal carcinoma
C0153467,Malignant tumor of peritoneum
C0206701,"Cystadenocarcinoma, Serous"
C0220611,Childhood Rhabdomyosarcoma
C0220650,Metastatic malignant neoplasm to brain
C0221505,Lesion of brain
C0238462,Medullary carcinoma of thyroid
C0262660,VASCULAR EMBOLISM
C0266526,Norrie disease
C0268074,Indian childhood cirrhosis
C0275524,Coinfection
C0276199,Canarypox (disorder)
C0278479,Stage II Colon Cancer
C0278480,Stage III Colon Cancer
C0278484,Malignant neoplasm of colon stage IV
C0278504,Non-small cell lung cancer stage I
C0278505,Non-small cell lung cancer stage II
C0278554,Recurrent Rectal Cancer
C0278689,Recurrent ovarian cancer
C0278725,Small cell lung cancer limited stage
C0279550,Adult Rhabdomyosarcoma
C0280253,"stage, gastric cancer"
C0334361,Serous surface papillary carcinoma
C0334595,Ganglioneuromatosis
C0345905,Intrahepatic Cholangiocarcinoma
C0346109,Malignant Mesothelioma of Peritoneum
C0346989,Secondary malignant neoplasm of peritoneum
C0346990,Carcinomatosis of peritoneal cavity
C0349530,Early gastric cancer
C0376545,Hematologic Neoplasms
C0398623,Thrombophilia
C0677949,Stage III Colorectal Cancer
C0744869,Metastatic hepatocellular carcinoma
C0750952,Biliary Tract Cancer
C0751571,Cancer of Urinary Tract
C0751688,Malignant Squamous Cell Neoplasm
C0751956,Acute Cerebrovascular Accidents
C0854750,Colorectal cancer recurrent
C0861748,Pancreatic adenocarcinoma resectable
C0862506,Borderline ovarian tumour
C1266051,Papillary microcarcinoma
C1328479,Pancreatic Endocrine Carcinoma
C1333177,Lymphoproliferative Disorder of the Skin
C1333763,Gastric Cardia Carcinoma
C1333990,Hereditary Nonpolyposis Colorectal Cancer
C1384494,Metastatic Carcinoma
C1412036,Anal squamous cell carcinoma
C1519680,Tumor Immunity
C1536222,Non STEMI
C1851585,"MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA"
C1861028,Esophageal atresia with or without tracheoesophageal fistula
C1861172,Venous Thromboembolism
C2745900,Promyelocytic leukemia
C2931202,Urachal cancer
C3146250,Stage III Colorectal Cancer AJCC v7
C3146254,Stage III Colon Cancer AJCC v7
C3146257,Stage II Colon Cancer AJCC v7
C3160889,Node-negative breast cancer
C3495917,Advanced breast cancer
C3647143,Secondary malignant neoplasm of ovary
C3888580,Malignant Bowel Obstruction
C4049272,Tumour budding
C4087504,Peritoneal dissemination
C4284013,Primary cholangiocarcinoma of intrahepatic biliary tract
C4511687,Pancreatic Intraductal Papillary Mucinous Neoplasm
C4525119,Stage II Colon Cancer AJCC v8
C4525124,Stage III Colon Cancer AJCC v8
C4551506,Paroxysmal Nonkinesigenic Dyskinesia 1
C4721579,Secondary malignant neoplasm of colon and/or rectum
C4745160,Resectable Intrahepatic Cholangiocarcinoma
C0200641,Blood basophil count (lab test)
C0202202,Protein measurement
C0424621,Body Fat Distribution
C0013377,Dysgerminoma
C0005586,Bipolar Disorder
C0007222,Cardiovascular Diseases
C0014869,Peptic Esophagitis
C0020428,Hyperaldosteronism
C0020624,Hypomenorrhea
C0022595,Keratosis Follicularis
C0042571,Vertigo
C0085159,Seasonal Affective Disorder
C0178664,Glomerulosclerosis (disorder)
C0220726,Diastrophic dysplasia
C0231311,Jet Lag Syndrome
C0280248,"stage, chronic lymphocytic leukemia"
C0393770,Delayed Sleep Phase Syndrome
C0494410,Nonorganic Sleep Wake Cycle Disorders
C0524662,Opiate Addiction
C0677659,Gastro-esophageal reflux disease with esophagitis
C0751758,Advanced Sleep Phase Syndrome
C0751759,Non-24 Hour Sleep-Wake Disorder
C0751760,Shift-Work Sleep Disorder
C0854740,Delayed sleep phase
C0871610,winter depression
C0877792,"Sleep Disorders, Circadian Rhythm"
C0917801,Sleeplessness
C1263846,Attention deficit hyperactivity disorder
C1384514,Conn Syndrome
C1868683,"B-CELL MALIGNANCY, LOW-GRADE"
C3279991,"DELAYED SLEEP PHASE DISORDER, SUSCEPTIBILITY TO"
C0031094,Periodontal Pocket
C0036685,"Septicaemia due to gram-negative organism, unspecified"
C0085426,Gram-Positive Bacterial Infections
C0266929,Chronic Periodontitis
C0555971,Oral infection
C1536220,ST segment elevation myocardial infarction
C0393554,Amyotrophic Lateral Sclerosis With Dementia
C0543859,"Amyotrophic Lateral Sclerosis, Guam Form"
C3165106,Infiltrating duct carcinoma of female breast
C0002726,Amyloidosis
C0004604,Back Pain
C0007115,Malignant neoplasm of thyroid
C0007282,Carotid Stenosis
C0008055,Chikungunya Fever
C0015934,Fetal Growth Retardation
C0019187,"Hepatitis, Alcoholic"
C0022665,Kidney Neoplasm
C0023348,"Leprosy, Lepromatous"
C0027121,Myositis
C0033036,Atrial Premature Complexes
C0038826,Superinfection
C0040100,Thymoma
C0040136,Thyroid Neoplasm
C0149678,Epstein-Barr Virus Infections
C0158266,Intervertebral Disc Degeneration
C0162557,"Liver Failure, Acute"
C0205647,Follicular adenoma
C0205699,Carcinomatosis
C0205969,Thymic Carcinoma
C0206752,Alphavirus Infections
C0239946,"Fibrosis, Liver"
C0241910,Autoimmune Chronic Hepatitis
C0275518,Acute infectious disease
C0278882,Stage III Cutaneous Melanoma AJCC v6
C0280483,Adult Anaplastic Astrocytoma
C0334463,Malignant Fibrous Histiocytoma
C0334579,Anaplastic astrocytoma
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
C0342409,Hypophysitis
C0346053,Atypical fibroxanthoma of skin
C0549473,Thyroid carcinoma
C0574960,Sacroiliitis
C0598935,Tumor Initiation
C0686377,CNS metastases
C0740302,5q-syndrome
C0740418,Chronic back pain
C0812413,Malignant Pleural Mesothelioma
C0853662,Oestrogen deficiency
C0853879,Invasive carcinoma of breast
C0917805,Transient Cerebral Ischemia
C0949690,Spondylarthritis
C1095979,Progressive multiple sclerosis
C1142423,Bacteremia due to Staphylococcus aureus
C1257931,"Mammary Neoplasms, Human"
C1282952,Enthesitis
C1292779,Myelodysplastic Syndrome with Isolated del(5q)
C1332556,Biphasic Pulmonary Blastoma
C1368683,Epithelioma
C1384600,Systemic onset juvenile chronic arthritis
C1802398,"Chromosome 5, trisomy 5q"
C2721652,Alphaviral infection
C3203547,Axial spondyloarthritis
C3642347,Basal-Like Breast Carcinoma
C3887980,Protanomaly
C4551548,Grade III Childhood Astrocytoma
C4704874,"Mammary Carcinoma, Human"
C4721555,Autoimmune hepatitis
C4744444,Metastatic Lung Adenocarcinoma
C0001622,Adrenal Gland Hyperfunction
C0003862,Arthralgia
C0009777,Conn Adenoma
C0010481,Cushing Syndrome
C0018798,Congenital Heart Defects
C0085207,Gestational Diabetes
C0087169,Withdrawal Symptoms
C0206686,Adrenocortical carcinoma
C0206733,Strawberry nevus of skin
C0271633,Disorder of endocrine pancreas
C0278877,Adult Meningioma
C0813142,Circadian Rhythm Disorders
C0848027,internal lesion
C1301797,Induced hypothermia (finding)
C1709246,Non-Neoplastic Disorder
C1762616,"Meningioma, benign, no ICD-O subtype"
C1853230,"Aphakia, congenital primary"
C1856184,"HEMIHYPERPLASIA, ISOLATED"
C2936258,Peri-Implantitis
C2938924,Oestrogen receptor positive breast cancer
C3805092,Methylenetetrahydrofolate reductase gene mutation
C4284413,Severe Fever with Thrombocytopenia Syndrome
C4317089,Infantile hemangioma
C0004135,Ataxia Telangiectasia
C0004352,Autistic Disorder
C0001175,Acquired Immunodeficiency Syndrome
C0003869,"Arthritis, Infectious"
C0018129,Graft Rejection
C0018133,Graft-vs-Host Disease
C0018671,Head and Neck Neoplasms
C0019159,Hepatitis A
C0020241,Hydroa Vacciniforme
C0024312,Lymphopenia
C0027746,Nerve Degeneration
C0032231,Pleurisy
C0036920,Sezary Syndrome
C0037023,Sialadenitis
C0037221,Situs Inversus
C0042900,Vitiligo
C0078911,AIDS-Associated Nephropathy
C0157843,Infective arthritis of shoulder region
C0157844,Unspecified infective arthritis involving upper arm
C0157845,Unspecified infective arthritis involving forearm
C0157846,Unspecified infective arthritis involving hand
C0157847,"Unspecified infective arthritis, pelvic region and thigh"
C0157848,Unspecified infective arthritis involving lower leg
C0157849,"Unspecified infective arthritis, ankle and foot"
C0162526,AIDS-Related Opportunistic Infections
C0202117,Low density lipoprotein cholesterol measurement
C0202236,Triglycerides measurement
C0221163,Motor Disorders
C0276501,Human immunodeficiency virus II infection
C0428474,Serum LDL cholesterol measurement
C0854094,HIV-2 infection
C0917713,Becker Muscular Dystrophy
C1504514,Infection by human herpesvirus 7
C1847835,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding)
C1855752,Abnormality of T cells
C3151379,OKT4 EPITOPE DEFICIENCY
C3542021,Duchenne and Becker Muscular Dystrophy
C4050064,ROSE Cluster 5
C0014772,Red Blood Cell Count measurement
C0017654,Glomerular Filtration Rate
C0201976,"Creatinine measurement, serum (procedure)"
C2239219,von Willebrand's factor (lab test)
C3828530,Platelet Component Distribution Width Measurement
C4317009,Diverticular Diseases
C0005893,Body mass index procedure
C0006413,Burkitt Lymphoma
C0278764,Adult Burkitt Lymphoma
C0278879,Childhood Burkitt Lymphoma
C0428568,Fasting blood glucose measurement
C0455829,Waist Circumference
C0578022,Finding of body mass index
C1261430,Fasting blood sugar result
C0007112,Adenocarcinoma of prostate
C0022602,Actinic keratosis
C0027877,Neuronal Ceroid-Lipofuscinoses
C0042798,Low Vision
C0149745,Oral Ulcer
C0268281,Infantile neuronal ceroid lipofuscinosis
C0271815,Postpartum Thyroiditis
C0553642,Soft tissue rheumatism
C0751214,"Hyperalgesia, Thermal"
C1629609,Age at menopause
C2931673,"Ceroid lipofuscinosis, neuronal 1, infantile"
C3714948,PACHYONYCHIA CONGENITA 3
C0020796,Profound Mental Retardation
C0025363,"Mental Retardation, Psychosocial"
C0917816,Mental deficiency
